id,category,label,notice
305,C,Regulatory Compliance,"CONSUMER PROTECTION COMPLIANCE NOTICE TO: Meridian Manufacturing Co. FROM: Health & Safety Enforcement Agency DATE: May 22, 2024 Following a review of consumer complaints received between Q4 2023, Health & Safety Enforcement Agency has determined that Meridian Manufacturing Co.'s marketing practices constitute violations of the Bank Secrecy Act (BSA), 31 U.S.C. § 5311. Specifically, Meridian Manufacturing Co. has engaged in misleading pricing representations and failed to honor statutory refund rights. You are directed to revise all non-compliant advertising materials and implement a compliant refund process within 7 days. Full compliance reports must be submitted to this office. Failure to comply will result in public enforcement action, mandatory consumer redress, and fines of up to $1,000,000."
306,C,Regulatory Compliance,"WORKPLACE SAFETY ENFORCEMENT NOTICE TO: Horizon Capital Partners FROM: Securities Enforcement Division DATE: April 15, 2024 An unannounced workplace inspection conducted on June 30, 2022 identified serious violations of the Bank Secrecy Act (BSA), 31 U.S.C. § 5311 at Horizon Capital Partners's premises. Hazards identified include inadequate machine guarding, absence of required safety signage, and failure to maintain mandatory incident logs. These violations present an imminent risk to worker safety. Horizon Capital Partners is directed to cease the affected operations immediately and submit a corrective action plan within 14 days. Penalties of up to $100,000 per violation will apply. A follow-up inspection will be conducted within 30 days to verify compliance."
307,A,Contract Dispute,"NOTICE OF FORCE MAJEURE DISPUTE TO: Radiant Broadcasting Corp. FROM: Luminary Media Group DATE: May 16, 2025 Luminary Media Group writes to formally contest Radiant Broadcasting Corp.'s invocation of the force majeure clause under Section 12.5 of the Supply Agreement dated August 20, 2023. The circumstances cited by Radiant Broadcasting Corp. do not meet the contractual threshold for force majeure relief, as supply chain disruptions of this nature were foreseeable and should have been mitigated. Accordingly, Luminary Media Group holds Radiant Broadcasting Corp. liable for delivery failures resulting in losses of $350,000. A written response is required within 30 business days, or this matter will be escalated to arbitration."
308,B,Intellectual Property Claim,"NOTICE OF UNAUTHORIZED USE OF BRAND ASSETS TO: Digital Audio Networks FROM: SoundMark Entertainment DATE: August 19, 2024 SoundMark Entertainment has become aware that Digital Audio Networks is using SoundMark Entertainment's registered logos, brand imagery, and copyrighted marketing materials without authorization in its advertising campaigns. This unauthorized use falsely implies an endorsement or affiliation between the parties that does not exist. Such conduct constitutes trademark infringement, copyright infringement, and false advertising under applicable federal and state law. SoundMark Entertainment demands immediate removal of all such materials from Digital Audio Networks's website, social media, and printed collateral within 21 hours of this notice, and reserves all rights to seek damages and attorney's fees."
309,A,Contract Dispute,"NOTICE OF MATERIAL MISREPRESENTATION TO: Horizon Enterprises Group FROM: Cascade Software Inc. DATE: September 5, 2024 This notice is issued pursuant to the Vendor Agreement dated October 1, 2023. Cascade Software Inc. has discovered that representations made by Horizon Enterprises Group in Schedule B of the agreement were materially false and misleading. Specifically, Horizon Enterprises Group falsely represented its technical certifications and compliance credentials. This misrepresentation induced Cascade Software Inc. into the contract and has caused direct damages of $350,000. Cascade Software Inc. demands rescission of the agreement and full restitution within 10 calendar days, failing which legal proceedings will be commenced without further notice."
310,A,Contract Dispute,"NOTICE OF FORCE MAJEURE DISPUTE TO: Pinnacle Construction Ltd. FROM: TerraForm Engineering DATE: November 27, 2024 TerraForm Engineering writes to formally contest Pinnacle Construction Ltd.'s invocation of the force majeure clause under Section 7.1 of the Supply Agreement dated August 20, 2023. The circumstances cited by Pinnacle Construction Ltd. do not meet the contractual threshold for force majeure relief, as supply chain disruptions of this nature were foreseeable and should have been mitigated. Accordingly, TerraForm Engineering holds Pinnacle Construction Ltd. liable for delivery failures resulting in losses of $500,000. A written response is required within 14 business days, or this matter will be escalated to arbitration."
311,C,Regulatory Compliance,"ANTI-MONEY LAUNDERING COMPLIANCE DIRECTIVE TO: FastBuy E-Commerce Ltd. FROM: Consumer Protection Bureau DATE: October 14, 2024 Pursuant to the Clean Air Act, 42 U.S.C. § 7401 et seq., Consumer Protection Bureau has identified significant deficiencies in FastBuy E-Commerce Ltd.'s anti-money laundering (AML) controls. An audit conducted on February 14, 2023 found that FastBuy E-Commerce Ltd. failed to conduct adequate customer due diligence on 10000 high-risk accounts and did not file required Suspicious Activity Reports (SARs). These deficiencies constitute serious regulatory violations. FastBuy E-Commerce Ltd. must implement enhanced AML procedures and submit a remediation plan within 14 days. Failure to remediate will result in regulatory sanctions, including fines of up to $350,000 and potential license revocation."
312,A,Contract Dispute,"NOTICE OF NON-COMPETE VIOLATION TO: Arbor Investment Holdings FROM: Keystone Financial Services DATE: February 18, 2025 Pursuant to Section 12.5 of the Employment and Consulting Agreement dated March 1, 2022, this notice serves to advise Arbor Investment Holdings of a clear violation of the non-compete and non-solicitation provisions. Arbor Investment Holdings has engaged in directly competitive business activities and solicited Keystone Financial Services's clients within the restricted period and geography. Keystone Financial Services demands immediate cessation of all such activities. Continued violations will result in an application for injunctive relief and a claim for liquidated damages as specified in the agreement, estimated at $25,000."
313,A,Contract Dispute,"NOTICE OF WARRANTY BREACH TO: Radiant Broadcasting Corp. FROM: Luminary Media Group DATE: January 9, 2025 Luminary Media Group hereby notifies Radiant Broadcasting Corp. of a warranty breach under the Equipment Supply Agreement dated November 1, 2022. The equipment delivered under Purchase Order #96105 has failed to perform to the specifications warranted in Section 4.2, exhibiting critical operational defects. Despite 30 days' notice provided on May 5, 2023, Radiant Broadcasting Corp. has failed to repair or replace the defective units. Luminary Media Group now demands full replacement of all defective equipment or a refund of $100,000, and reserves all rights to consequential damages arising from production losses."
314,A,Contract Dispute,"NOTICE OF PAYMENT DEFAULT TO: Pinnacle Construction Ltd. FROM: TerraForm Engineering DATE: October 14, 2024 Pursuant to Section 11.2 of the Master Services Agreement executed on November 1, 2022, this letter constitutes formal notice that Pinnacle Construction Ltd. is in default of its payment obligations. Outstanding invoices totaling $500,000 remain unpaid, now 90 days past due. TerraForm Engineering demands immediate remittance of all overdue amounts plus accrued interest at the rate of 2.0% per annum. Unless payment is received within 7 business days, TerraForm Engineering will exercise its right to suspend all services and initiate arbitration proceedings."
315,C,Regulatory Compliance,"ENVIRONMENTAL NON-COMPLIANCE NOTICE TO: Meridian Manufacturing Co. FROM: Health & Safety Enforcement Agency DATE: March 3, 2024 An inspection of Meridian Manufacturing Co.'s facility at 2300 Manufacturing Blvd, Detroit, MI 48201 on June 30, 2022 revealed violations of the Food Safety Modernization Act (FSMA). Specifically, emissions from Meridian Manufacturing Co.'s operations were measured at 2500% above the permitted threshold under License No. TXU-1434. You are ordered to immediately reduce emissions to compliant levels, submit an environmental impact report within 14 days, and propose a binding remediation schedule. Continued non-compliance beyond the stated deadline will result in mandatory facility suspension and civil penalties of $350,000 per violation. This notice is issued without prejudice to further enforcement action."
